,ranking,title,artist,rank_week
6795,96,Ocean Eyes,Billie Eilish,2019-04-20
6796,97,Dedication,Nipsey Hussle Featuring Kendrick Lamar,2019-04-20
6797,98,Let Me Down Slowly,Alec Benjamin Featuring Alessia Cara,2019-04-20
6798,99,Big Ole Freak,Megan Thee Stallion,2019-04-20
6799,100,Victory Lap,Nipsey Hussle Featuring Stacy Barthe,2019-04-20
6800,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,2019-04-27
6801,2,Wow.,Post Malone,2019-04-27
6802,3,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,2019-04-27
6803,4,7 Rings,Ariana Grande,2019-04-27
6804,5,Without Me,Halsey,2019-04-27
6805,6,Sucker,Jonas Brothers,2019-04-27
6806,7,Dancing With A Stranger,Sam Smith & Normani,2019-04-27
6807,8,Boy With Luv,BTS Featuring Halsey,2019-04-27
6808,9,Bad Guy,Billie Eilish,2019-04-27
6809,10,Please Me,Cardi B & Bruno Mars,2019-04-27
6810,11,Middle Child,J. Cole,2019-04-27
6811,12,Happier,Marshmello & Bastille,2019-04-27
6812,13,Sweet But Psycho,Ava Max,2019-04-27
6813,14,Thotiana,Blueface,2019-04-27
6814,15,Going Bad,Meek Mill Featuring Drake,2019-04-27
6815,16,Shallow,Lady Gaga & Bradley Cooper,2019-04-27
6816,17,Better,Khalid,2019-04-27
6817,18,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,2019-04-27
6818,19,Eastside,"benny blanco, Halsey & Khalid",2019-04-27
6819,20,Talk,Khalid,2019-04-27
6820,21,High Hopes,Panic! At The Disco,2019-04-27
6821,22,A Lot,21 Savage,2019-04-27
6822,23,Girls Like You,Maroon 5 Featuring Cardi B,2019-04-27
6823,24,Beautiful Crazy,Luke Combs,2019-04-27
6824,25,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,2019-04-27
6825,26,Sicko Mode,Travis Scott,2019-04-27
6826,27,Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,2019-04-27
6827,28,Sanguine Paradise,Lil Uzi Vert,2019-04-27
6828,29,Murder On My Mind,YNW Melly,2019-04-27
6829,30,Be Alright,Dean Lewis,2019-04-27
6830,31,Bury A Friend,Billie Eilish,2019-04-27
6831,32,Drip Too Hard,Lil Baby & Gunna,2019-04-27
6832,33,Pure Water,Mustard & Migos,2019-04-27
6833,34,"Thank U, Next",Ariana Grande,2019-04-27
6834,35,Envy Me,Calboy,2019-04-27
6835,36,Act Up,City Girls,2019-04-27
6836,37,Look Back At It,A Boogie Wit da Hoodie,2019-04-27
6837,38,When The Party's Over,Billie Eilish,2019-04-27
6838,39,Better Now,Post Malone,2019-04-27
6839,40,You Say,Lauren Daigle,2019-04-27
6840,41,Here With Me,Marshmello Featuring CHVRCHES,2019-04-27
6841,42,Here Tonight,Brett Young,2019-04-27
6842,43,Baby Shark,Pinkfong,2019-04-27
6843,44,Eyes On You,Chase Rice,2019-04-27
6844,45,MIA,Bad Bunny Featuring Drake,2019-04-27
6845,46,God's Country,Blake Shelton,2019-04-27
6846,47,Youngblood,5 Seconds Of Summer,2019-04-27
6847,48,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,2019-04-27
6848,49,Tequila,Dan + Shay,2019-04-27
6849,50,Money,Cardi B,2019-04-27
6850,51,Suge,DaBaby,2019-04-27
6851,52,Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,2019-04-27
6852,53,Look What God Gave Her,Thomas Rhett,2019-04-27
6853,54,Good As You,Kane Brown,2019-04-27
6854,55,Whiskey Glasses,Morgan Wallen,2019-04-27
6855,56,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,2019-04-27
6856,57,Make It Sweet,Old Dominion,2019-04-27
6857,58,Close Friends,Lil Baby,2019-04-27
6858,59,Mixed Personalities,YNW Melly Featuring Kanye West,2019-04-27
6859,60,Worth It,YK Osiris,2019-04-27
6860,61,Robbery,Juice WRLD,2019-04-27
6861,62,I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,2019-04-27
6862,63,Miss Me More,Kelsea Ballerini,2019-04-27
6863,64,Wish You Were Gay,Billie Eilish,2019-04-27
6864,65,You Should See Me In A Crown,Billie Eilish,2019-04-27
6865,66,Blue On Black,"Five Finger Death Punch Featuring Kenny Wayne Shepherd, Brantley Gilbert & Brian May",2019-04-27
6866,67,Don't Call Me Up,Mabel,2019-04-27
6867,68,SOS,Avicii Featuring Aloe Blacc,2019-04-27
6868,69,Rumor,Lee Brice,2019-04-27
6869,70,Night Shift,Jon Pardi,2019-04-27
6870,71,Walk Me Home,P!nk,2019-04-27
6871,72,Clout,Offset Featuring Cardi B,2019-04-27
6872,73,Kill This Love,BLACKPINK,2019-04-27
6873,74,Pop Out,Polo G Featuring Lil Tjay,2019-04-27
6874,75,Cool,Jonas Brothers,2019-04-27
6875,76,That's A Rack,Lil Uzi Vert,2019-04-27
6876,77,Girls Need Love,Summer Walker X Drake,2019-04-27
6877,78,Shot Clock,Ella Mai,2019-04-27
6878,79,GIRL,Maren Morris,2019-04-27
6879,80,Bad Liar,Imagine Dragons,2019-04-27
6880,81,Love Ain't,Eli Young Band,2019-04-27
6881,82,Double Up,Nipsey Hussle Featuring Belly & DOM KENNEDY,2019-04-27
6882,83,Undrunk,FLETCHER,2019-04-27
6883,84,Big Ole Freak,Megan Thee Stallion,2019-04-27
6884,85,Put A Date On It,Yo Gotti Featuring Lil Baby,2019-04-27
6885,86,Saturday Nights,Khalid & Kane Brown,2019-04-27
6886,87,One That Got Away,Michael Ray,2019-04-27
6887,88,My Strange Addiction,Billie Eilish,2019-04-27
6888,89,Faucet Failure,Ski Mask The Slump God,2019-04-27
6889,90,Xanny,Billie Eilish,2019-04-27
6890,91,Ocean Eyes,Billie Eilish,2019-04-27
6891,92,Last Time That I Checc'd,Nipsey Hussle Featuring YG,2019-04-27
6892,93,Talk You Out Of It,Florida Georgia Line,2019-04-27
6893,94,I'm So Tired...,Lauv & Troye Sivan,2019-04-27
6894,95,Make It Right,BTS,2019-04-27
6895,96,"Hey Look Ma, I Made It",Panic! At The Disco,2019-04-27
6896,97,This Is It,Scotty McCreery,2019-04-27
6897,98,There Was This Girl,Riley Green,2019-04-27
6898,99,Let Me Down Slowly,Alec Benjamin Featuring Alessia Cara,2019-04-27
6899,100,On My Way To You,Cody Johnson,2019-04-27
6900,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,2019-05-04
6901,2,Wow.,Post Malone,2019-05-04
6902,3,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,2019-05-04
6903,4,7 Rings,Ariana Grande,2019-05-04
6904,5,Sucker,Jonas Brothers,2019-05-04
6905,6,Without Me,Halsey,2019-05-04
6906,7,Dancing With A Stranger,Sam Smith & Normani,2019-05-04
6907,8,Talk,Khalid,2019-05-04
6908,9,Bad Guy,Billie Eilish,2019-05-04
6909,10,Middle Child,J. Cole,2019-05-04
6910,11,Sweet But Psycho,Ava Max,2019-05-04
6911,12,Happier,Marshmello & Bastille,2019-05-04
6912,13,Please Me,Cardi B & Bruno Mars,2019-05-04
6913,14,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,2019-05-04
6914,15,Shallow,Lady Gaga & Bradley Cooper,2019-05-04
6915,16,Going Bad,Meek Mill Featuring Drake,2019-05-04
6916,17,Earth,Lil Dicky,2019-05-04
6917,18,Eastside,"benny blanco, Halsey & Khalid",2019-05-04
6918,19,Better,Khalid,2019-05-04
6919,20,High Hopes,Panic! At The Disco,2019-05-04
6920,21,Thotiana,Blueface,2019-05-04
6921,22,Girls Like You,Maroon 5 Featuring Cardi B,2019-05-04
6922,23,Pure Water,Mustard & Migos,2019-05-04
6923,24,A Lot,21 Savage,2019-05-04
6924,25,Sicko Mode,Travis Scott,2019-05-04
6925,26,Beautiful Crazy,Luke Combs,2019-05-04
6926,27,Be Alright,Dean Lewis,2019-05-04
6927,28,Look Back At It,A Boogie Wit da Hoodie,2019-05-04
6928,29,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,2019-05-04
6929,30,Act Up,City Girls,2019-05-04
6930,31,Envy Me,Calboy,2019-05-04
6931,32,Sanguine Paradise,Lil Uzi Vert,2019-05-04
6932,33,Drip Too Hard,Lil Baby & Gunna,2019-05-04
6933,34,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,2019-05-04
6934,35,Murder On My Mind,YNW Melly,2019-05-04
6935,36,Bury A Friend,Billie Eilish,2019-05-04
6936,37,Here With Me,Marshmello Featuring CHVRCHES,2019-05-04
6937,38,When The Party's Over,Billie Eilish,2019-05-04
6938,39,Clout,Offset Featuring Cardi B,2019-05-04
6939,40,Boy With Luv,BTS Featuring Halsey,2019-05-04
6940,41,"Thank U, Next",Ariana Grande,2019-05-04
6941,42,Better Now,Post Malone,2019-05-04
6942,43,God's Country,Blake Shelton,2019-05-04
6943,44,Eyes On You,Chase Rice,2019-05-04
6944,45,You Say,Lauren Daigle,2019-05-04
6945,46,Suge,DaBaby,2019-05-04
6946,47,Baby Shark,Pinkfong,2019-05-04
6947,48,Whiskey Glasses,Morgan Wallen,2019-05-04
6948,49,Here Tonight,Brett Young,2019-05-04
6949,50,Youngblood,5 Seconds Of Summer,2019-05-04
6950,51,Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,2019-05-04
6951,52,Good As You,Kane Brown,2019-05-04
6952,53,Look What God Gave Her,Thomas Rhett,2019-05-04
6953,54,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,2019-05-04
6954,55,Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,2019-05-04
6955,56,Make It Sweet,Old Dominion,2019-05-04
6956,57,Close Friends,Lil Baby,2019-05-04
6957,58,Worth It,YK Osiris,2019-05-04
6958,59,Miss Me More,Kelsea Ballerini,2019-05-04
6959,60,Pop Out,Polo G Featuring Lil Tjay,2019-05-04
6960,61,Night Shift,Jon Pardi,2019-05-04
6961,62,Walk Me Home,P!nk,2019-05-04
6962,63,Mixed Personalities,YNW Melly Featuring Kanye West,2019-05-04
6963,64,I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,2019-05-04
6964,65,You Should See Me In A Crown,Billie Eilish,2019-05-04
6965,66,Robbery,Juice WRLD,2019-05-04
6966,67,Rumor,Lee Brice,2019-05-04
6967,68,Love Ain't,Eli Young Band,2019-05-04
6968,69,Cool,Jonas Brothers,2019-05-04
6969,70,Don't Call Me Up,Mabel,2019-05-04
6970,71,Calma,Pedro Capo X Farruko,2019-05-04
6971,72,Girls Need Love,Summer Walker X Drake,2019-05-04
6972,73,Wish You Were Gay,Billie Eilish,2019-05-04
6973,74,GIRL,Maren Morris,2019-05-04
6974,75,Before I Let Go,Beyonce,2019-05-04
6975,76,Big Ole Freak,Megan Thee Stallion,2019-05-04
6976,77,Put A Date On It,Yo Gotti Featuring Lil Baby,2019-05-04
6977,78,Talk You Out Of It,Florida Georgia Line,2019-05-04
6978,79,Shot Clock,Ella Mai,2019-05-04
6979,80,"Hey Look Ma, I Made It",Panic! At The Disco,2019-05-04
6980,81,I'm So Tired...,Lauv & Troye Sivan,2019-05-04
6981,82,That's A Rack,Lil Uzi Vert,2019-05-04
6982,83,Secreto,Anuel AA & Karol G,2019-05-04
6983,84,Ocean Eyes,Billie Eilish,2019-05-04
6984,85,Bad Liar,Imagine Dragons,2019-05-04
6985,86,Kill This Love,BLACKPINK,2019-05-04
6986,87,SOS,Avicii Featuring Aloe Blacc,2019-05-04
6987,88,Faucet Failure,Ski Mask The Slump God,2019-05-04
6988,89,On My Way To You,Cody Johnson,2019-05-04
6989,90,Slide,French Montana Featuring Blueface & Lil Tjay,2019-05-04
6990,91,Saturday Nights,Khalid & Kane Brown,2019-05-04
6991,92,Pure Cocaine,Lil Baby,2019-05-04
6992,93,Love Someone,Brett Eldredge,2019-05-04
6993,94,This Is It,Scotty McCreery,2019-05-04
6994,95,My Strange Addiction,Billie Eilish,2019-05-04
6995,96,Shotta Flow,NLE Choppa,2019-05-04
6996,97,Let Me Down Slowly,Alec Benjamin Featuring Alessia Cara,2019-05-04
6997,98,Xanny,Billie Eilish,2019-05-04
6998,99,One That Got Away,Michael Ray,2019-05-04
6999,100,ME!,Taylor Swift Featuring Brendon Urie,2019-05-04
7000,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,2019-05-11
7001,2,ME!,Taylor Swift Featuring Brendon Urie,2019-05-11
7002,3,Wow.,Post Malone,2019-05-11
7003,4,Sucker,Jonas Brothers,2019-05-11
7004,5,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,2019-05-11
7005,6,7 Rings,Ariana Grande,2019-05-11
7006,7,Without Me,Halsey,2019-05-11
7007,8,Dancing With A Stranger,Sam Smith & Normani,2019-05-11
7008,9,Bad Guy,Billie Eilish,2019-05-11
7009,10,Talk,Khalid,2019-05-11
7010,11,Sweet But Psycho,Ava Max,2019-05-11
7011,12,Middle Child,J. Cole,2019-05-11
7012,13,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,2019-05-11
7013,14,Happier,Marshmello & Bastille,2019-05-11
7014,15,Shallow,Lady Gaga & Bradley Cooper,2019-05-11
7015,16,Going Bad,Meek Mill Featuring Drake,2019-05-11
7016,17,Eastside,"benny blanco, Halsey & Khalid",2019-05-11
7017,18,High Hopes,Panic! At The Disco,2019-05-11
7018,19,Please Me,Cardi B & Bruno Mars,2019-05-11
7019,20,Better,Khalid,2019-05-11
7020,21,Girls Like You,Maroon 5 Featuring Cardi B,2019-05-11
7021,22,A Lot,21 Savage,2019-05-11
7022,23,Pure Water,Mustard & Migos,2019-05-11
7023,24,Sicko Mode,Travis Scott,2019-05-11
7024,25,Thotiana,Blueface,2019-05-11
7025,26,Be Alright,Dean Lewis,2019-05-11
7026,27,Suge,DaBaby,2019-05-11
7027,28,Beautiful Crazy,Luke Combs,2019-05-11
7028,29,Look Back At It,A Boogie Wit da Hoodie,2019-05-11
7029,30,Act Up,City Girls,2019-05-11
7030,31,Here With Me,Marshmello Featuring CHVRCHES,2019-05-11
7031,32,Envy Me,Calboy,2019-05-11
7032,33,Whiskey Glasses,Morgan Wallen,2019-05-11
7033,34,God's Country,Blake Shelton,2019-05-11
7034,35,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,2019-05-11
7035,36,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,2019-05-11
7036,37,Drip Too Hard,Lil Baby & Gunna,2019-05-11
7037,38,Eyes On You,Chase Rice,2019-05-11
7038,39,When The Party's Over,Billie Eilish,2019-05-11
7039,40,Boy With Luv,BTS Featuring Halsey,2019-05-11
7040,41,Earth,Lil Dicky,2019-05-11
7041,42,Sanguine Paradise,Lil Uzi Vert,2019-05-11
7042,43,You Say,Lauren Daigle,2019-05-11
7043,44,Murder On My Mind,YNW Melly,2019-05-11
7044,45,Bury A Friend,Billie Eilish,2019-05-11
7045,46,Good As You,Kane Brown,2019-05-11
7046,47,Clout,Offset Featuring Cardi B,2019-05-11
7047,48,"Thank U, Next",Ariana Grande,2019-05-11
7048,49,Walk Me Home,P!nk,2019-05-11
7049,50,Youngblood,5 Seconds Of Summer,2019-05-11
7050,51,Pop Out,Polo G Featuring Lil Tjay,2019-05-11
7051,52,Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,2019-05-11
7052,53,Look What God Gave Her,Thomas Rhett,2019-05-11
7053,54,Here Tonight,Brett Young,2019-05-11
7054,55,Baby Shark,Pinkfong,2019-05-11
7055,56,Close Friends,Lil Baby,2019-05-11
7056,57,Worth It,YK Osiris,2019-05-11
7057,58,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,2019-05-11
7058,59,Night Shift,Jon Pardi,2019-05-11
7059,60,Love Ain't,Eli Young Band,2019-05-11
7060,61,Rumor,Lee Brice,2019-05-11
7061,62,Miss Me More,Kelsea Ballerini,2019-05-11
7062,63,Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,2019-05-11
7063,64,Make It Sweet,Old Dominion,2019-05-11
7064,65,Before I Let Go,Beyonce,2019-05-11
7065,66,"Hey Look Ma, I Made It",Panic! At The Disco,2019-05-11
7066,67,Floating,ScHoolboy Q Featuring 21 Savage,2019-05-11
7067,68,Robbery,Juice WRLD,2019-05-11
7068,69,Baila Baila Baila,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,2019-05-11
7069,70,Big Ole Freak,Megan Thee Stallion,2019-05-11
7070,71,Don't Call Me Up,Mabel,2019-05-11
7071,72,Cool,Jonas Brothers,2019-05-11
7072,73,Calma,Pedro Capo X Farruko,2019-05-11
7073,74,Girls Need Love,Summer Walker X Drake,2019-05-11
7074,75,GIRL,Maren Morris,2019-05-11
7075,76,Mixed Personalities,YNW Melly Featuring Kanye West,2019-05-11
7076,77,That's A Rack,Lil Uzi Vert,2019-05-11
7077,78,I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,2019-05-11
7078,79,Wish You Were Gay,Billie Eilish,2019-05-11
7079,80,You Should See Me In A Crown,Billie Eilish,2019-05-11
7080,81,Put A Date On It,Yo Gotti Featuring Lil Baby,2019-05-11
7081,82,Talk You Out Of It,Florida Georgia Line,2019-05-11
7082,83,I'm So Tired...,Lauv & Troye Sivan,2019-05-11
7083,84,On My Way To You,Cody Johnson,2019-05-11
7084,85,CHopstix,ScHoolboy Q + Travis Scott,2019-05-11
7085,86,Shotta Flow,NLE Choppa,2019-05-11
7086,87,Shot Clock,Ella Mai,2019-05-11
7087,88,Ocean Eyes,Billie Eilish,2019-05-11
7088,89,Secreto,Anuel AA & Karol G,2019-05-11
7089,90,Light It Up,"Marshmello, Tyga & Chris Brown",2019-05-11
7090,91,Love Someone,Brett Eldredge,2019-05-11
7091,92,Power Is Power,"SZA, The Weeknd & Travis Scott",2019-05-11
7092,93,Faucet Failure,Ski Mask The Slump God,2019-05-11
7093,94,Knockin' Boots,Luke Bryan,2019-05-11
7094,95,Numb Numb Juice,ScHoolboy Q,2019-05-11
7095,96,Love Me Anyway,P!nk Featuring Chris Stapleton,2019-05-11
7096,97,24/7,Meek Mill Featuring Ella Mai,2019-05-11
7097,98,Stop Snitching,YG,2019-05-11
7098,99,SOS,Avicii Featuring Aloe Blacc,2019-05-11
7099,100,Kill This Love,BLACKPINK,2019-05-11
7100,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,2019-05-18
7101,2,If I Can't Have You,Shawn Mendes,2019-05-18
7102,3,ME!,Taylor Swift Featuring Brendon Urie,2019-05-18
7103,4,Sucker,Jonas Brothers,2019-05-18
7104,5,Homicide,Logic Featuring Eminem,2019-05-18
7105,6,Wow.,Post Malone,2019-05-18
7106,7,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,2019-05-18
7107,8,Without Me,Halsey,2019-05-18
7108,9,Bad Guy,Billie Eilish,2019-05-18
7109,10,7 Rings,Ariana Grande,2019-05-18
7110,11,Dancing With A Stranger,Sam Smith & Normani,2019-05-18
7111,12,Talk,Khalid,2019-05-18
7112,13,Sweet But Psycho,Ava Max,2019-05-18
7113,14,Middle Child,J. Cole,2019-05-18
7114,15,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,2019-05-18
7115,16,Happier,Marshmello & Bastille,2019-05-18
7116,17,Going Bad,Meek Mill Featuring Drake,2019-05-18
7117,18,Eastside,"benny blanco, Halsey & Khalid",2019-05-18
7118,19,Shallow,Lady Gaga & Bradley Cooper,2019-05-18
7119,20,High Hopes,Panic! At The Disco,2019-05-18
7120,21,Better,Khalid,2019-05-18
7121,22,Suge,DaBaby,2019-05-18
7122,23,Please Me,Cardi B & Bruno Mars,2019-05-18
7123,24,Pure Water,Mustard & Migos,2019-05-18
7124,25,Girls Like You,Maroon 5 Featuring Cardi B,2019-05-18
7125,26,Sicko Mode,Travis Scott,2019-05-18
7126,27,Look Back At It,A Boogie Wit da Hoodie,2019-05-18
7127,28,Whiskey Glasses,Morgan Wallen,2019-05-18
7128,29,Act Up,City Girls,2019-05-18
7129,30,A Lot,21 Savage,2019-05-18
7130,31,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,2019-05-18
7131,32,Beautiful Crazy,Luke Combs,2019-05-18
7132,33,God's Country,Blake Shelton,2019-05-18
7133,34,Here With Me,Marshmello Featuring CHVRCHES,2019-05-18
7134,35,Envy Me,Calboy,2019-05-18
7135,36,Thotiana,Blueface,2019-05-18
7136,37,Be Alright,Dean Lewis,2019-05-18
7137,38,Eyes On You,Chase Rice,2019-05-18
7138,39,Pop Out,Polo G Featuring Lil Tjay,2019-05-18
7139,40,When The Party's Over,Billie Eilish,2019-05-18
7140,41,Drip Too Hard,Lil Baby & Gunna,2019-05-18
7141,42,Good As You,Kane Brown,2019-05-18
7142,43,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,2019-05-18
7143,44,Clout,Offset Featuring Cardi B,2019-05-18
7144,45,You Say,Lauren Daigle,2019-05-18
7145,46,Bury A Friend,Billie Eilish,2019-05-18
7146,47,Sanguine Paradise,Lil Uzi Vert,2019-05-18
7147,48,"Thank U, Next",Ariana Grande,2019-05-18
7148,49,Murder On My Mind,YNW Melly,2019-05-18
7149,50,Truth Hurts,Lizzo,2019-05-18
7150,51,Boy With Luv,BTS Featuring Halsey,2019-05-18
7151,52,Worth It,YK Osiris,2019-05-18
7152,53,Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,2019-05-18
7153,54,Close Friends,Lil Baby,2019-05-18
7154,55,Look What God Gave Her,Thomas Rhett,2019-05-18
7155,56,Night Shift,Jon Pardi,2019-05-18
7156,57,Rumor,Lee Brice,2019-05-18
7157,58,Walk Me Home,P!nk,2019-05-18
7158,59,"Hey Look Ma, I Made It",Panic! At The Disco,2019-05-18
7159,60,Love Ain't,Eli Young Band,2019-05-18
7160,61,Earth,Lil Dicky,2019-05-18
7161,62,Baby Shark,Pinkfong,2019-05-18
7162,63,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,2019-05-18
7163,64,Miss Me More,Kelsea Ballerini,2019-05-18
7164,65,Big Ole Freak,Megan Thee Stallion,2019-05-18
7165,66,Here Tonight,Brett Young,2019-05-18
7166,67,Before I Let Go,Beyonce,2019-05-18
7167,68,Beer Never Broke My Heart,Luke Combs,2019-05-18
7168,69,Don't Call Me Up,Mabel,2019-05-18
7169,70,Cool,Jonas Brothers,2019-05-18
7170,71,Go Loko,"YG, Tyga & Jon Z",2019-05-18
7171,72,GIRL,Maren Morris,2019-05-18
7172,73,Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,2019-05-18
7173,74,Robbery,Juice WRLD,2019-05-18
7174,75,Girls Need Love,Summer Walker X Drake,2019-05-18
7175,76,Make It Sweet,Old Dominion,2019-05-18
7176,77,Calma,Pedro Capo X Farruko,2019-05-18
7177,78,Mixed Personalities,YNW Melly Featuring Kanye West,2019-05-18
7178,79,Talk You Out Of It,Florida Georgia Line,2019-05-18
7179,80,Put A Date On It,Yo Gotti Featuring Lil Baby,2019-05-18
7180,81,I'm So Tired...,Lauv & Troye Sivan,2019-05-18
7181,82,Shotta Flow,NLE Choppa,2019-05-18
7182,83,That's A Rack,Lil Uzi Vert,2019-05-18
7183,84,Knockin' Boots,Luke Bryan,2019-05-18
7184,85,24/7,Meek Mill Featuring Ella Mai,2019-05-18
7185,86,You Should See Me In A Crown,Billie Eilish,2019-05-18
7186,87,On My Way To You,Cody Johnson,2019-05-18
7187,88,Baila Baila Baila,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,2019-05-18
7188,89,Love Someone,Brett Eldredge,2019-05-18
7189,90,Power Is Power,"SZA, The Weeknd & Travis Scott",2019-05-18
7190,91,Middle Child,PnB Rock & XXXTENTACION,2019-05-18
7191,92,Shot Clock,Ella Mai,2019-05-18
7192,93,Ocean Eyes,Billie Eilish,2019-05-18
7193,94,Wish You Were Gay,Billie Eilish,2019-05-18
7194,95,I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,2019-05-18
7195,96,All To Myself,Dan + Shay,2019-05-18
7196,97,Secreto,Anuel AA & Karol G,2019-05-18
7197,98,Paradise,Bazzi,2019-05-18
7198,99,Die Young,Roddy Ricch,2019-05-18
7199,100,Faucet Failure,Ski Mask The Slump God,2019-05-18
7200,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,2019-05-25
7201,2,I Don't Care,Ed Sheeran & Justin Bieber,2019-05-25
7202,3,Sucker,Jonas Brothers,2019-05-25
7203,4,Bad Guy,Billie Eilish,2019-05-25
7204,5,Wow.,Post Malone,2019-05-25
7205,6,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,2019-05-25
7206,7,Dancing With A Stranger,Sam Smith & Normani,2019-05-25
7207,8,ME!,Taylor Swift Featuring Brendon Urie,2019-05-25
7208,9,Talk,Khalid,2019-05-25
7209,10,Without Me,Halsey,2019-05-25
7210,11,7 Rings,Ariana Grande,2019-05-25
7211,12,Sweet But Psycho,Ava Max,2019-05-25
7212,13,If I Can't Have You,Shawn Mendes,2019-05-25
7213,14,Middle Child,J. Cole,2019-05-25
7214,15,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,2019-05-25
7215,16,Suge,DaBaby,2019-05-25
7216,17,Happier,Marshmello & Bastille,2019-05-25
7217,18,Going Bad,Meek Mill Featuring Drake,2019-05-25
7218,19,Eastside,"benny blanco, Halsey & Khalid",2019-05-25
7219,20,High Hopes,Panic! At The Disco,2019-05-25
7220,21,Homicide,Logic Featuring Eminem,2019-05-25
7221,22,Shallow,Lady Gaga & Bradley Cooper,2019-05-25
7222,23,Better,Khalid,2019-05-25
7223,24,God's Country,Blake Shelton,2019-05-25
7224,25,Whiskey Glasses,Morgan Wallen,2019-05-25
7225,26,Pure Water,Mustard & Migos,2019-05-25
