,track,artist,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,genre,duration_ms,release_date,id,artist_id,track_id,popularity,analysis_url,time_signature,track_href,type,uri
2243,Shoulda,Kevin Gates,0.619,0.585,0.756,0.0,8,0.132,-4.19,1,0.425,158.317,0.838,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",163019,2018-09-28,0yDpTj2XaHPTf0JcAo2rko,1gPhS1zisyXr5dHTYZyiMe,0yDpTj2XaHPTf0JcAo2rko,55,https://api.spotify.com/v1/audio-analysis/0yDpTj2XaHPTf0JcAo2rko,4,https://api.spotify.com/v1/tracks/0yDpTj2XaHPTf0JcAo2rko,audio_features,spotify:track:0yDpTj2XaHPTf0JcAo2rko
2244,Blame It On The Kids,AViVA,0.364,0.719,0.44,0.0,6,0.163,-6.266,0,0.166,133.013,0.505,"['indie poptimism', 'vapor pop']",196341,2018-11-16,1jfBIylYmLMklQOpbWT5s0,50tDsT4wwq8FCMJNkn1D67,1jfBIylYmLMklQOpbWT5s0,60,https://api.spotify.com/v1/audio-analysis/1jfBIylYmLMklQOpbWT5s0,4,https://api.spotify.com/v1/tracks/1jfBIylYmLMklQOpbWT5s0,audio_features,spotify:track:1jfBIylYmLMklQOpbWT5s0
2245,Freedom - Live,Jesus Culture,0.000179,0.541,0.841,0.0,7,0.938,-5.29,1,0.0421,124.005,0.277,"['anthem worship', 'ccm', 'christian music', 'deep ccm', 'world worship', 'worship']",391053,2018-08-31,5UKiOsxr7Q3NQT2LkyFt9n,0Onvkz1Nbs4wHXXUwOIGk8,5UKiOsxr7Q3NQT2LkyFt9n,58,https://api.spotify.com/v1/audio-analysis/5UKiOsxr7Q3NQT2LkyFt9n,4,https://api.spotify.com/v1/tracks/5UKiOsxr7Q3NQT2LkyFt9n,audio_features,spotify:track:5UKiOsxr7Q3NQT2LkyFt9n
2246,The Gift,Gavin Luke,0.927,0.161,0.103,0.946,1,0.103,-21.268,1,0.0408,75.659,0.11,"['background music', 'focus']",158575,2018-08-10,3AwLPoRTS7GNMTEb6UjAbw,2bqAlaRiT91dCQ7KMGnP8i,3AwLPoRTS7GNMTEb6UjAbw,61,https://api.spotify.com/v1/audio-analysis/3AwLPoRTS7GNMTEb6UjAbw,4,https://api.spotify.com/v1/tracks/3AwLPoRTS7GNMTEb6UjAbw,audio_features,spotify:track:3AwLPoRTS7GNMTEb6UjAbw
2247,If You See Her,LANY,0.0375,0.635,0.679,0.0,1,0.0954,-7.374,1,0.0861,117.867,0.239,"['la pop', 'pop']",182901,2018-10-05,3coUcc0CDAHz2QwdP7Pee8,49tQo2QULno7gxHutgccqF,3coUcc0CDAHz2QwdP7Pee8,64,https://api.spotify.com/v1/audio-analysis/3coUcc0CDAHz2QwdP7Pee8,4,https://api.spotify.com/v1/tracks/3coUcc0CDAHz2QwdP7Pee8,audio_features,spotify:track:3coUcc0CDAHz2QwdP7Pee8
2248,Don't Watch Me Cry,Jorja Smith,0.887,0.559,0.157,0.0,1,0.107,-10.132,1,0.0414,130.877,0.348,"['pop', 'r&b', 'uk contemporary r&b']",190430,2018-06-08,202lm9YX5WmAac83tOGlVn,1CoZyIx7UvdxT5c8UkMzHd,202lm9YX5WmAac83tOGlVn,65,https://api.spotify.com/v1/audio-analysis/202lm9YX5WmAac83tOGlVn,4,https://api.spotify.com/v1/tracks/202lm9YX5WmAac83tOGlVn,audio_features,spotify:track:202lm9YX5WmAac83tOGlVn
2249,All Falls Down (feat. Juliander),Alan Walker,0.253,0.655,0.672,0.0,1,0.312,-4.966,1,0.0581,98.005,0.675,['electro house'],198880,2018-12-14,1HvCFAUIWQsWV9zud3UhDl,7vk5e3vY1uw9plTHJAMwjN,1HvCFAUIWQsWV9zud3UhDl,68,https://api.spotify.com/v1/audio-analysis/1HvCFAUIWQsWV9zud3UhDl,4,https://api.spotify.com/v1/tracks/1HvCFAUIWQsWV9zud3UhDl,audio_features,spotify:track:1HvCFAUIWQsWV9zud3UhDl
2250,Forever World (feat. Trippie Redd),Lil Yachty,0.589,0.578,0.523,5.23e-05,11,0.378,-8.522,0,0.213,172.067,0.476,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",301395,2018-10-19,1tKvqOrnJ0zhAuFS6yfNTk,6icQOAFXDZKsumw3YXyusw,1tKvqOrnJ0zhAuFS6yfNTk,56,https://api.spotify.com/v1/audio-analysis/1tKvqOrnJ0zhAuFS6yfNTk,5,https://api.spotify.com/v1/tracks/1tKvqOrnJ0zhAuFS6yfNTk,audio_features,spotify:track:1tKvqOrnJ0zhAuFS6yfNTk
2251,Reggaetón Lento (Remix),CNCO,0.15,0.534,0.911,0.0,4,0.0986,-3.086,0,0.0852,93.767,0.624,"['boy band', 'latin', 'latin pop', 'pop', 'reggaeton', 'tropical']",188800,2018-04-06,58gqyeFXhOttZW3yetJGPN,0eecdvMrqBftK0M1VKhaF4,58gqyeFXhOttZW3yetJGPN,68,https://api.spotify.com/v1/audio-analysis/58gqyeFXhOttZW3yetJGPN,4,https://api.spotify.com/v1/tracks/58gqyeFXhOttZW3yetJGPN,audio_features,spotify:track:58gqyeFXhOttZW3yetJGPN
2252,Your Teeth In My Neck,Kali Uchis,0.0696,0.853,0.604,1.65e-06,3,0.135,-5.794,0,0.0511,116.0,0.86,"['colombian pop', 'pop', 'r&b']",186181,2018-04-06,54IbnYEdA3ymfxv07WgN3b,1U1el3k54VvEUzo3ybLPlM,54IbnYEdA3ymfxv07WgN3b,58,https://api.spotify.com/v1/audio-analysis/54IbnYEdA3ymfxv07WgN3b,4,https://api.spotify.com/v1/tracks/54IbnYEdA3ymfxv07WgN3b,audio_features,spotify:track:54IbnYEdA3ymfxv07WgN3b
2253,Talkin' Tennessee,Morgan Wallen,0.571,0.702,0.712,0.0,6,0.103,-6.671,0,0.0246,99.992,0.497,"['contemporary country', 'country road', 'deep talent show']",223880,2018-04-27,7szRiHu6r91o2Po9GTPN4c,4oUHIQIBe0LHzYfvXNW4QM,7szRiHu6r91o2Po9GTPN4c,55,https://api.spotify.com/v1/audio-analysis/7szRiHu6r91o2Po9GTPN4c,4,https://api.spotify.com/v1/tracks/7szRiHu6r91o2Po9GTPN4c,audio_features,spotify:track:7szRiHu6r91o2Po9GTPN4c
2254,God Damnit (with Call Me Karizma),ILLENIUM,0.293,0.68,0.618,0.0,7,0.252,-5.469,1,0.0981,96.104,0.367,"['edm', 'pop', 'pop edm', 'tropical house']",215874,2018-11-09,2wm6DCnWcWwfsIl0LvWYZ8,45eNHdiiabvmbp4erw26rg,2wm6DCnWcWwfsIl0LvWYZ8,58,https://api.spotify.com/v1/audio-analysis/2wm6DCnWcWwfsIl0LvWYZ8,4,https://api.spotify.com/v1/tracks/2wm6DCnWcWwfsIl0LvWYZ8,audio_features,spotify:track:2wm6DCnWcWwfsIl0LvWYZ8
2255,Con Todo Incluido,La Adictiva Banda San José de Mesillas,0.414,0.837,0.694,2.83e-06,0,0.112,-4.879,1,0.0346,125.059,0.973,"['banda', 'grupera', 'norteno', 'regional mexican']",139320,2018-10-26,7wn6BpxyFpu7SApkSE6QKE,49EE6lVLgU8sp7dFgPshgM,7wn6BpxyFpu7SApkSE6QKE,62,https://api.spotify.com/v1/audio-analysis/7wn6BpxyFpu7SApkSE6QKE,4,https://api.spotify.com/v1/tracks/7wn6BpxyFpu7SApkSE6QKE,audio_features,spotify:track:7wn6BpxyFpu7SApkSE6QKE
2256,sand castles,Fujitsu,0.576,0.784,0.312,0.851,4,0.128,-14.648,0,0.0513,129.94,0.63,"['chillhop', 'lo-fi beats']",147692,2018-09-21,5rBQIzDduJsmDbZ97gqWEW,2a42gzUH51UAvwcfy0N6JT,5rBQIzDduJsmDbZ97gqWEW,60,https://api.spotify.com/v1/audio-analysis/5rBQIzDduJsmDbZ97gqWEW,4,https://api.spotify.com/v1/tracks/5rBQIzDduJsmDbZ97gqWEW,audio_features,spotify:track:5rBQIzDduJsmDbZ97gqWEW
2257,Reason To Stay,Brett Young,0.00882,0.704,0.769,1.33e-06,8,0.135,-5.647,1,0.0267,110.006,0.745,['contemporary country'],190840,2018-12-07,4t1QqT8aWe9Piky1oKfQHh,0fiWOxhsBsQQvFDtxUQWo0,4t1QqT8aWe9Piky1oKfQHh,55,https://api.spotify.com/v1/audio-analysis/4t1QqT8aWe9Piky1oKfQHh,4,https://api.spotify.com/v1/tracks/4t1QqT8aWe9Piky1oKfQHh,audio_features,spotify:track:4t1QqT8aWe9Piky1oKfQHh
2258,Cool Out,Imagine Dragons,0.00483,0.636,0.718,6.51e-06,1,0.292,-4.833,0,0.0313,143.929,0.437,"['modern rock', 'rock']",217867,2018-11-09,6LXMUR2rpxFBDo6nilS3yX,53XhwfbYqKCa1cC15pYq2q,6LXMUR2rpxFBDo6nilS3yX,64,https://api.spotify.com/v1/audio-analysis/6LXMUR2rpxFBDo6nilS3yX,4,https://api.spotify.com/v1/tracks/6LXMUR2rpxFBDo6nilS3yX,audio_features,spotify:track:6LXMUR2rpxFBDo6nilS3yX
2259,Interstate,Jaydayoungan,0.0154,0.717,0.753,0.0,7,0.0888,-6.981,1,0.409,75.985,0.508,"['southern hip hop', 'trap music']",190276,2018-02-14,6hhfKoEWsloGQhvLQfsoat,0E3pLs4jXz9tDQGY8m1A1d,6hhfKoEWsloGQhvLQfsoat,54,https://api.spotify.com/v1/audio-analysis/6hhfKoEWsloGQhvLQfsoat,4,https://api.spotify.com/v1/tracks/6hhfKoEWsloGQhvLQfsoat,audio_features,spotify:track:6hhfKoEWsloGQhvLQfsoat
2260,Unappreciated,Yung Bleu,0.201,0.643,0.589,0.0,4,0.108,-4.793,0,0.12,158.108,0.324,"['alabama rap', 'deep pop r&b', 'southern hip hop', 'trap music']",171947,2018-08-22,3cLLfUGDcr5VSU3R4GsAOG,3KNIG74xSTc3dj0TRy7pGX,3cLLfUGDcr5VSU3R4GsAOG,55,https://api.spotify.com/v1/audio-analysis/3cLLfUGDcr5VSU3R4GsAOG,4,https://api.spotify.com/v1/tracks/3cLLfUGDcr5VSU3R4GsAOG,audio_features,spotify:track:3cLLfUGDcr5VSU3R4GsAOG
2261,Call Me,Pink Sweat$,0.636,0.726,0.375,0.0,4,0.0894,-8.295,1,0.0336,106.854,0.762,"['bedroom soul', 'indie r&b', 'pop']",101500,2018-11-02,7CKKHcRb8MwyGkcQTv9VPl,1W7FNibLa0O0b572tB2w7t,7CKKHcRb8MwyGkcQTv9VPl,54,https://api.spotify.com/v1/audio-analysis/7CKKHcRb8MwyGkcQTv9VPl,4,https://api.spotify.com/v1/tracks/7CKKHcRb8MwyGkcQTv9VPl,audio_features,spotify:track:7CKKHcRb8MwyGkcQTv9VPl
2262,Tranz,Gorillaz,0.0324,0.649,0.883,0.0185,7,0.0658,-5.058,1,0.0306,135.141,0.779,"['alternative hip hop', 'art pop']",162627,2018-06-29,7jYUaoOfdcYgUvkK8NnFfx,3AA28KZvwAUcZuOKwyblJQ,7jYUaoOfdcYgUvkK8NnFfx,62,https://api.spotify.com/v1/audio-analysis/7jYUaoOfdcYgUvkK8NnFfx,4,https://api.spotify.com/v1/tracks/7jYUaoOfdcYgUvkK8NnFfx,audio_features,spotify:track:7jYUaoOfdcYgUvkK8NnFfx
2263,Treat You Better - Single Edit,RÜFÜS DU SOL,0.217,0.625,0.576,2.85e-06,8,0.0897,-5.812,1,0.036,121.915,0.297,"['australian electropop', 'tropical house']",218306,2018-11-09,5lzHDkFLN01bKatvKQC0lO,5Pb27ujIyYb33zBqVysBkj,5lzHDkFLN01bKatvKQC0lO,59,https://api.spotify.com/v1/audio-analysis/5lzHDkFLN01bKatvKQC0lO,4,https://api.spotify.com/v1/tracks/5lzHDkFLN01bKatvKQC0lO,audio_features,spotify:track:5lzHDkFLN01bKatvKQC0lO
2264,Birds,Imagine Dragons,0.0146,0.649,0.517,1.63e-06,1,0.145,-7.428,0,0.0297,119.997,0.35,"['modern rock', 'rock']",219440,2018-11-09,6Tvzf3VEi16JMhAgOwdt2y,53XhwfbYqKCa1cC15pYq2q,6Tvzf3VEi16JMhAgOwdt2y,69,https://api.spotify.com/v1/audio-analysis/6Tvzf3VEi16JMhAgOwdt2y,4,https://api.spotify.com/v1/tracks/6Tvzf3VEi16JMhAgOwdt2y,audio_features,spotify:track:6Tvzf3VEi16JMhAgOwdt2y
2265,Campfire,Aminé,0.00112,0.885,0.365,0.0,6,0.264,-14.107,1,0.263,100.048,0.637,"['hip hop', 'pop', 'pop rap', 'portland hip hop', 'rap']",135013,2018-04-06,4U5ovGD4My7MOISvUEtYaf,3Gm5F95VdRxW3mqCn8RPBJ,4U5ovGD4My7MOISvUEtYaf,58,https://api.spotify.com/v1/audio-analysis/4U5ovGD4My7MOISvUEtYaf,4,https://api.spotify.com/v1/tracks/4U5ovGD4My7MOISvUEtYaf,audio_features,spotify:track:4U5ovGD4My7MOISvUEtYaf
2266,So Cool,Caamp,0.57,0.58,0.469,0.0122,4,0.193,-10.02,1,0.0332,152.867,0.56,"['deep new americana', 'folk-pop', 'indie folk', 'new americana', 'stomp and holler']",179068,2018-03-16,3GgdEZJy5bxm2ZjC90ibDC,0wyMPXGfOuQzNR54ujR9Ix,3GgdEZJy5bxm2ZjC90ibDC,58,https://api.spotify.com/v1/audio-analysis/3GgdEZJy5bxm2ZjC90ibDC,4,https://api.spotify.com/v1/tracks/3GgdEZJy5bxm2ZjC90ibDC,audio_features,spotify:track:3GgdEZJy5bxm2ZjC90ibDC
2267,Either Hated Or Ignored,$uicideBoy$,0.0349,0.738,0.749,0.0,1,0.0794,-5.727,0,0.0838,113.027,0.583,"['dark trap', 'new orleans rap', 'underground hip hop']",153783,2018-04-13,4Tfobc8QPPPKVlk7KKJpYZ,1VPmR4DJC1PlOtd0IADAO0,4Tfobc8QPPPKVlk7KKJpYZ,58,https://api.spotify.com/v1/audio-analysis/4Tfobc8QPPPKVlk7KKJpYZ,4,https://api.spotify.com/v1/tracks/4Tfobc8QPPPKVlk7KKJpYZ,audio_features,spotify:track:4Tfobc8QPPPKVlk7KKJpYZ
2268,i fucked up,convolk,0.00925,0.646,0.709,0.000308,5,0.115,-6.005,0,0.0381,80.504,0.281,"['dark trap', 'emo rap', 'vapor trap']",159150,2018-09-25,7zkLlx4bTeeyUyzs1L7gV4,3ddT1Q3KQAm1G7UcIfz5KJ,7zkLlx4bTeeyUyzs1L7gV4,60,https://api.spotify.com/v1/audio-analysis/7zkLlx4bTeeyUyzs1L7gV4,4,https://api.spotify.com/v1/tracks/7zkLlx4bTeeyUyzs1L7gV4,audio_features,spotify:track:7zkLlx4bTeeyUyzs1L7gV4
2269,Wicked,Trippie Redd,0.0883,0.812,0.534,1.95e-06,4,0.141,-6.6,0,0.121,98.017,0.223,"['rap', 'trap music']",138449,2018-11-09,5iAyI5SlSs1hyWOQeBXvab,6Xgp2XMz1fhVYe7i6yNAax,5iAyI5SlSs1hyWOQeBXvab,56,https://api.spotify.com/v1/audio-analysis/5iAyI5SlSs1hyWOQeBXvab,4,https://api.spotify.com/v1/tracks/5iAyI5SlSs1hyWOQeBXvab,audio_features,spotify:track:5iAyI5SlSs1hyWOQeBXvab
2270,Don't Let Me Down (feat. Khalid),Sabrina Claudio,0.5,0.58,0.636,0.00449,1,0.279,-7.661,1,0.11,104.853,0.253,"['alternative r&b', 'indie r&b', 'pop', 'r&b']",176688,2018-04-04,2cSiyndkQZRPmYOfrk9WlC,30DhU7BDmF4PH0JVhu8ZRg,2cSiyndkQZRPmYOfrk9WlC,59,https://api.spotify.com/v1/audio-analysis/2cSiyndkQZRPmYOfrk9WlC,4,https://api.spotify.com/v1/tracks/2cSiyndkQZRPmYOfrk9WlC,audio_features,spotify:track:2cSiyndkQZRPmYOfrk9WlC
2271,Jefe (feat. Meek Mill),T.I.,0.0925,0.713,0.825,0.0,2,0.58,-5.25,1,0.288,127.95,0.742,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",208486,2018-09-07,595Sl1FDWMXRUktv5LO2gD,4OBJLual30L7gRl5UkeRcT,595Sl1FDWMXRUktv5LO2gD,57,https://api.spotify.com/v1/audio-analysis/595Sl1FDWMXRUktv5LO2gD,4,https://api.spotify.com/v1/tracks/595Sl1FDWMXRUktv5LO2gD,audio_features,spotify:track:595Sl1FDWMXRUktv5LO2gD
2272,Love Me Right,Amber Mark,0.0842,0.53,0.525,2.11e-05,5,0.109,-6.767,0,0.0522,179.944,0.231,"['alternative r&b', 'electropop', 'indie r&b', 'neo soul', 'nyc pop', 'r&b']",291900,2018-05-04,2xWVD6aecDSHroyPVVcPpa,0tbeZu9lv8YEKSQ9tZSslu,2xWVD6aecDSHroyPVVcPpa,60,https://api.spotify.com/v1/audio-analysis/2xWVD6aecDSHroyPVVcPpa,4,https://api.spotify.com/v1/tracks/2xWVD6aecDSHroyPVVcPpa,audio_features,spotify:track:2xWVD6aecDSHroyPVVcPpa
2273,Weekend,Kane Brown,0.356,0.641,0.726,0.0,4,0.315,-6.298,1,0.049,80.013,0.773,"['contemporary country', 'country road']",226720,2019-07-12,1MRG2zBE38yR16pjUTMIwM,3oSJ7TBVCWMDMiYjXNiCKE,1MRG2zBE38yR16pjUTMIwM,44,https://api.spotify.com/v1/audio-analysis/1MRG2zBE38yR16pjUTMIwM,4,https://api.spotify.com/v1/tracks/1MRG2zBE38yR16pjUTMIwM,audio_features,spotify:track:1MRG2zBE38yR16pjUTMIwM
2274,MIA,Bad Bunny,0.0142,0.816,0.538,0.000496,6,0.099,-6.354,0,0.0617,97.054,0.156,"['reggaeton', 'trap latino']",210368,2018-12-23,3gE4eQH3K83Sght0ZLvuBK,4q3ewBCX7sLwd24euuV69X,3gE4eQH3K83Sght0ZLvuBK,65,https://api.spotify.com/v1/audio-analysis/3gE4eQH3K83Sght0ZLvuBK,4,https://api.spotify.com/v1/tracks/3gE4eQH3K83Sght0ZLvuBK,audio_features,spotify:track:3gE4eQH3K83Sght0ZLvuBK
2275,Hot Summer,DJ Durel,0.0236,0.918,0.632,0.0,1,0.378,-6.979,1,0.278,92.011,0.396,['trap music'],231482,2018-07-27,3fEpuoSr8ufvyRR7s2jB3U,1MHslxKWxauC559dXYEX1C,3fEpuoSr8ufvyRR7s2jB3U,59,https://api.spotify.com/v1/audio-analysis/3fEpuoSr8ufvyRR7s2jB3U,4,https://api.spotify.com/v1/tracks/3fEpuoSr8ufvyRR7s2jB3U,audio_features,spotify:track:3fEpuoSr8ufvyRR7s2jB3U
2276,Mamma Mia,Lily James,0.468,0.685,0.698,0.0,2,0.0237,-7.478,1,0.0432,138.061,0.574,['hollywood'],159627,2018-07-13,717z018DWodjJnW6DE7t4z,7gWjOPetXNCBqlVe6axl8K,717z018DWodjJnW6DE7t4z,63,https://api.spotify.com/v1/audio-analysis/717z018DWodjJnW6DE7t4z,4,https://api.spotify.com/v1/tracks/717z018DWodjJnW6DE7t4z,audio_features,spotify:track:717z018DWodjJnW6DE7t4z
2277,Karaoke (feat. Lizzo),Big Freedia,0.0358,0.736,0.967,0.0,2,0.398,-1.284,1,0.126,103.937,0.497,"['bounce', 'escape room', 'lgbtq+ hip hop', 'new orleans rap', 'strut', 'trap queen']",185890,2018-06-01,4nefFqiukTvjgt8hkv73PP,2gyv1akuIB9fQvXoGSPaJr,4nefFqiukTvjgt8hkv73PP,57,https://api.spotify.com/v1/audio-analysis/4nefFqiukTvjgt8hkv73PP,4,https://api.spotify.com/v1/tracks/4nefFqiukTvjgt8hkv73PP,audio_features,spotify:track:4nefFqiukTvjgt8hkv73PP
2278,Leaked,Lil Baby,0.00352,0.797,0.375,0.0,7,0.0767,-7.552,0,0.146,139.999,0.171,"['atl hip hop', 'atl trap', 'rap', 'trap music']",192045,2018-05-18,0FIcYpNaqZaJnP3yDcaBN6,5f7VJjfbwm532GiveGC0ZK,0FIcYpNaqZaJnP3yDcaBN6,55,https://api.spotify.com/v1/audio-analysis/0FIcYpNaqZaJnP3yDcaBN6,4,https://api.spotify.com/v1/tracks/0FIcYpNaqZaJnP3yDcaBN6,audio_features,spotify:track:0FIcYpNaqZaJnP3yDcaBN6
2279,a&t,21 Savage,0.00169,0.924,0.567,0.0,5,0.0898,-5.009,1,0.0964,146.975,0.827,"['atl hip hop', 'rap', 'trap music']",211588,2018-12-21,6ho88pvz4c8WCSFbdVXNia,1URnnhqYAYcrqrcwql10ft,6ho88pvz4c8WCSFbdVXNia,57,https://api.spotify.com/v1/audio-analysis/6ho88pvz4c8WCSFbdVXNia,4,https://api.spotify.com/v1/tracks/6ho88pvz4c8WCSFbdVXNia,audio_features,spotify:track:6ho88pvz4c8WCSFbdVXNia
2280,Lost Control,Alan Walker,0.0345,0.736,0.555,0.000157,4,0.0798,-4.689,1,0.0757,91.997,0.323,['electro house'],222320,2018-12-14,0lG6QM1jjbbX5UUn3DPmrZ,7vk5e3vY1uw9plTHJAMwjN,0lG6QM1jjbbX5UUn3DPmrZ,70,https://api.spotify.com/v1/audio-analysis/0lG6QM1jjbbX5UUn3DPmrZ,4,https://api.spotify.com/v1/tracks/0lG6QM1jjbbX5UUn3DPmrZ,audio_features,spotify:track:0lG6QM1jjbbX5UUn3DPmrZ
2281,Yesterday,chief.,0.945,0.633,0.185,0.868,0,0.127,-14.68,1,0.0626,77.223,0.155,"['chillhop', 'lo-fi beats']",154125,2018-08-08,3JdcRs53aBDG20OiPBJO9g,0HCAzT0cSCpiNje7AcAQaD,3JdcRs53aBDG20OiPBJO9g,60,https://api.spotify.com/v1/audio-analysis/3JdcRs53aBDG20OiPBJO9g,4,https://api.spotify.com/v1/tracks/3JdcRs53aBDG20OiPBJO9g,audio_features,spotify:track:3JdcRs53aBDG20OiPBJO9g
2282,Stupid Love,Dan + Shay,0.133,0.689,0.545,0.0,0,0.284,-4.304,1,0.0383,170.01,0.732,['contemporary country'],194693,2018-06-22,24OqdtijU1mbtv1qINaLi7,7z5WFjZAIYejWy0NI5lv4T,24OqdtijU1mbtv1qINaLi7,55,https://api.spotify.com/v1/audio-analysis/24OqdtijU1mbtv1qINaLi7,4,https://api.spotify.com/v1/tracks/24OqdtijU1mbtv1qINaLi7,audio_features,spotify:track:24OqdtijU1mbtv1qINaLi7
2283,Loaded Gun,6LACK,0.113,0.643,0.545,1.82e-05,1,0.124,-6.526,0,0.0895,128.023,0.286,"['alternative r&b', 'atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'trap music']",198442,2018-09-14,1wb7Mqon4o1ViLjaLV9f8U,4IVAbR2w4JJNJDDRFP3E83,1wb7Mqon4o1ViLjaLV9f8U,58,https://api.spotify.com/v1/audio-analysis/1wb7Mqon4o1ViLjaLV9f8U,4,https://api.spotify.com/v1/tracks/1wb7Mqon4o1ViLjaLV9f8U,audio_features,spotify:track:1wb7Mqon4o1ViLjaLV9f8U
2284,A Cover Is Not the Book,Emily Blunt,0.659,0.664,0.535,0.0,1,0.118,-10.369,1,0.54,121.65,0.727,"['hollywood', 'movie tunes']",265373,2018-12-07,4aXYjdLxgXUgFgQk23t8Tv,1Q67mZjXzxBuLSgvgFdtuG,4aXYjdLxgXUgFgQk23t8Tv,59,https://api.spotify.com/v1/audio-analysis/4aXYjdLxgXUgFgQk23t8Tv,3,https://api.spotify.com/v1/tracks/4aXYjdLxgXUgFgQk23t8Tv,audio_features,spotify:track:4aXYjdLxgXUgFgQk23t8Tv
2285,Forever,Ar'mon & Trey,0.166,0.819,0.585,0.0,4,0.111,-5.816,1,0.16,119.048,0.456,['deep pop r&b'],193651,2018-05-11,70aPBmdN9Vbe0aUly6WIaQ,06s0Xoir4hPLHbeBhJBPBa,70aPBmdN9Vbe0aUly6WIaQ,56,https://api.spotify.com/v1/audio-analysis/70aPBmdN9Vbe0aUly6WIaQ,4,https://api.spotify.com/v1/tracks/70aPBmdN9Vbe0aUly6WIaQ,audio_features,spotify:track:70aPBmdN9Vbe0aUly6WIaQ
2286,Touch,3LAU,0.0166,0.576,0.797,3.23e-05,11,0.21,-5.476,0,0.0499,110.051,0.137,"['big room', 'dance pop', 'edm', 'electro house', 'electronic trap', 'electropop', 'mashup', 'pop', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",205773,2018-02-16,5JKU2tXiG3yvJtefNwe7ZQ,4YLQaW1UU3mrVetC8gNkg5,5JKU2tXiG3yvJtefNwe7ZQ,58,https://api.spotify.com/v1/audio-analysis/5JKU2tXiG3yvJtefNwe7ZQ,4,https://api.spotify.com/v1/tracks/5JKU2tXiG3yvJtefNwe7ZQ,audio_features,spotify:track:5JKU2tXiG3yvJtefNwe7ZQ
2287,Spin The Block (feat. Future),Lil Durk,0.002,0.833,0.549,2.37e-06,5,0.133,-7.215,0,0.22,175.954,0.328,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'southern hip hop', 'trap music']",262328,2018-11-09,6lCa8pjIU9n3nVI0r62EdM,3hcs9uc56yIGFCSy9leWe7,6lCa8pjIU9n3nVI0r62EdM,56,https://api.spotify.com/v1/audio-analysis/6lCa8pjIU9n3nVI0r62EdM,4,https://api.spotify.com/v1/tracks/6lCa8pjIU9n3nVI0r62EdM,audio_features,spotify:track:6lCa8pjIU9n3nVI0r62EdM
2288,Hate Me,Lil Peep,0.266,0.328,0.619,1.95e-06,0,0.178,-7.136,1,0.282,67.153,0.405,"['emo rap', 'lgbtq+ hip hop']",180600,2018-11-09,2FoRvrNWBtrJiSgIjmivKG,2kCcBybjl3SAtIcwdWpUe3,2FoRvrNWBtrJiSgIjmivKG,60,https://api.spotify.com/v1/audio-analysis/2FoRvrNWBtrJiSgIjmivKG,4,https://api.spotify.com/v1/tracks/2FoRvrNWBtrJiSgIjmivKG,audio_features,spotify:track:2FoRvrNWBtrJiSgIjmivKG
2289,This Week,Lil Baby,0.00214,0.891,0.525,0.0,10,0.0887,-7.666,0,0.214,133.126,0.15,"['atl hip hop', 'atl trap', 'rap', 'trap music']",196864,2018-11-30,3yIZgYN7AKO3cDueyhpuCS,5f7VJjfbwm532GiveGC0ZK,3yIZgYN7AKO3cDueyhpuCS,56,https://api.spotify.com/v1/audio-analysis/3yIZgYN7AKO3cDueyhpuCS,4,https://api.spotify.com/v1/tracks/3yIZgYN7AKO3cDueyhpuCS,audio_features,spotify:track:3yIZgYN7AKO3cDueyhpuCS
2290,RERUN (feat. Travis Scott),Quavo,0.0939,0.684,0.791,0.0,5,0.359,-4.435,1,0.309,153.992,0.529,"['atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",236948,2018-10-12,0JYAsQJWIuaYUvZGF1qapT,0VRj0yCOv2FXJNP47XQnx5,0JYAsQJWIuaYUvZGF1qapT,58,https://api.spotify.com/v1/audio-analysis/0JYAsQJWIuaYUvZGF1qapT,4,https://api.spotify.com/v1/tracks/0JYAsQJWIuaYUvZGF1qapT,audio_features,spotify:track:0JYAsQJWIuaYUvZGF1qapT
2291,I'm Not Enough and I'm Sorry,Teqkoi,0.462,0.698,0.183,0.000424,8,0.335,-20.188,1,0.299,143.96,0.244,"['emo rap', 'lo-fi beats']",120000,2018-10-27,4P1L6AniTDJzANaubzWGYs,6fOKLk8GmQ8xKogCRuuAwD,4P1L6AniTDJzANaubzWGYs,59,https://api.spotify.com/v1/audio-analysis/4P1L6AniTDJzANaubzWGYs,4,https://api.spotify.com/v1/tracks/4P1L6AniTDJzANaubzWGYs,audio_features,spotify:track:4P1L6AniTDJzANaubzWGYs
