,track,artist,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,duration_ms,release_date,id,artist_id,track_id,popularity,analysis_url,time_signature,track_href,type,uri,index,matches
2836,RBB (Really Bad Boy),Red Velvet,0.012,0.719,0.85,0.000239,2,0.114,-3.229,1,0.0317,150.059,0.367,188786,2018-11-30,4xjVP2Vogo0C72o6Nevq0W,1z4g3DjTBBZKhvAroFlhOM,4xjVP2Vogo0C72o6Nevq0W,62,https://api.spotify.com/v1/audio-analysis/4xjVP2Vogo0C72o6Nevq0W,4,https://api.spotify.com/v1/tracks/4xjVP2Vogo0C72o6Nevq0W,audio_features,spotify:track:4xjVP2Vogo0C72o6Nevq0W,RBB (Really Bad Boy) Red Velvet,Bad At Love Halsey
2837,Side Effects - Fedde Le Grand Remix,The Chainsmokers,0.0382,0.633,0.854,2.83e-05,0,0.434,-4.046,0,0.0432,126.026,0.659,172360,2018-07-25,7FDaS1k08rwMoAThmzUkOZ,69GGBxA162lTqCwzJG5jLp,7FDaS1k08rwMoAThmzUkOZ,63,https://api.spotify.com/v1/audio-analysis/7FDaS1k08rwMoAThmzUkOZ,4,https://api.spotify.com/v1/tracks/7FDaS1k08rwMoAThmzUkOZ,audio_features,spotify:track:7FDaS1k08rwMoAThmzUkOZ,Side Effects - Fedde Le Grand Remix The Chainsmokers,Feel It Still Portugal. The Man
2838,La Piedra,El Fantasma,0.619,0.486,0.601,2.15e-06,3,0.232,-4.871,1,0.0567,155.654,0.973,156267,2018-12-14,1mF7pt9aRsbzn7SsHCO3EG,0my6Pg4I28dVcZLSpAkqhv,1mF7pt9aRsbzn7SsHCO3EG,58,https://api.spotify.com/v1/audio-analysis/1mF7pt9aRsbzn7SsHCO3EG,3,https://api.spotify.com/v1/tracks/1mF7pt9aRsbzn7SsHCO3EG,audio_features,spotify:track:1mF7pt9aRsbzn7SsHCO3EG,La Piedra El Fantasma,Echame La Culpa Luis Fonsi & Demi Lovato
2839,You and Me,Shallou,0.26,0.642,0.551,0.147,11,0.115,-8.411,0,0.13,113.079,0.145,234228,2018-04-27,2RuOeqFMhuYLVGbgGPQx2l,7C3Cbtr2PkH2l4tOGhtCsk,2RuOeqFMhuYLVGbgGPQx2l,52,https://api.spotify.com/v1/audio-analysis/2RuOeqFMhuYLVGbgGPQx2l,4,https://api.spotify.com/v1/tracks/2RuOeqFMhuYLVGbgGPQx2l,audio_features,spotify:track:2RuOeqFMhuYLVGbgGPQx2l,You and Me Shallou,All I Want For Christmas Is You Mariah Carey
2841,Iron & Steel,Quinn XCII,0.483,0.79,0.49,0.0,5,0.201,-5.097,1,0.0942,140.202,0.577,203653,2018-02-02,1UMQ9VXdKGiAHIGD5fWX2B,3ApUX1o6oSz321MMECyIYd,1UMQ9VXdKGiAHIGD5fWX2B,55,https://api.spotify.com/v1/audio-analysis/1UMQ9VXdKGiAHIGD5fWX2B,4,https://api.spotify.com/v1/tracks/1UMQ9VXdKGiAHIGD5fWX2B,audio_features,spotify:track:1UMQ9VXdKGiAHIGD5fWX2B,Iron & Steel Quinn XCII,
2842,Shhhh Baby Shusher For Sleep,Baby Sleep,0.000827,0.216,0.203,0.000466,0,0.133,-26.57,0,0.153,132.84,0.039,157361,2018-04-11,4Q5G40Lq1b1lYp20Bt5Sfo,1UD3SXwenV5Zmrdl7KKfqW,4Q5G40Lq1b1lYp20Bt5Sfo,61,https://api.spotify.com/v1/audio-analysis/4Q5G40Lq1b1lYp20Bt5Sfo,5,https://api.spotify.com/v1/tracks/4Q5G40Lq1b1lYp20Bt5Sfo,audio_features,spotify:track:4Q5G40Lq1b1lYp20Bt5Sfo,Shhhh Baby Shusher For Sleep Baby Sleep,...Ready For It? Taylor Swift
2843,Tell Me Why,Russ,0.0984,0.611,0.449,0.0,2,0.226,-8.938,0,0.294,166.179,0.224,142013,2018-07-27,5SH1T719ICzdSV29y8GtoM,1z7b1Pr1rSlvWRzsW3HOrS,5SH1T719ICzdSV29y8GtoM,57,https://api.spotify.com/v1/audio-analysis/5SH1T719ICzdSV29y8GtoM,4,https://api.spotify.com/v1/tracks/5SH1T719ICzdSV29y8GtoM,audio_features,spotify:track:5SH1T719ICzdSV29y8GtoM,Tell Me Why Russ,Let Me Go Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt
2845,Chastised,Lil Baby,0.0912,0.778,0.646,0.0,7,0.166,-4.657,1,0.0345,140.04,0.177,123429,2018-11-30,0I1gjYB0yjwYXBn9SVOh3n,5f7VJjfbwm532GiveGC0ZK,0I1gjYB0yjwYXBn9SVOh3n,54,https://api.spotify.com/v1/audio-analysis/0I1gjYB0yjwYXBn9SVOh3n,4,https://api.spotify.com/v1/tracks/0I1gjYB0yjwYXBn9SVOh3n,audio_features,spotify:track:0I1gjYB0yjwYXBn9SVOh3n,Chastised Lil Baby,The Way Life Goes Lil Uzi Vert Featuring Nicki Minaj
2846,If You Ever (feat. 6LACK),Nao,0.0895,0.488,0.62,3.03e-05,0,0.122,-7.399,0,0.123,111.996,0.378,221736,2018-10-23,5PkZ0mhNgfuz7SqiuruKlh,7aFTOGFDEqDtJUCziLVsVC,5PkZ0mhNgfuz7SqiuruKlh,59,https://api.spotify.com/v1/audio-analysis/5PkZ0mhNgfuz7SqiuruKlh,4,https://api.spotify.com/v1/tracks/5PkZ0mhNgfuz7SqiuruKlh,audio_features,spotify:track:5PkZ0mhNgfuz7SqiuruKlh,If You Ever (feat. 6LACK) Nao,All I Want For Christmas Is You Mariah Carey
2847,Better with You,Jesse McCartney,0.221,0.658,0.682,0.0,6,0.236,-4.31,1,0.0311,100.989,0.541,198460,2018-03-23,1FFKRJnZX9xT4U5zW0suuR,2Hjj68yyUPiC0HKEOigcEp,1FFKRJnZX9xT4U5zW0suuR,58,https://api.spotify.com/v1/audio-analysis/1FFKRJnZX9xT4U5zW0suuR,4,https://api.spotify.com/v1/tracks/1FFKRJnZX9xT4U5zW0suuR,audio_features,spotify:track:1FFKRJnZX9xT4U5zW0suuR,Better with You Jesse McCartney,Let You Down NF
2848,The Place Where Lost Things Go,Emily Blunt,0.96,0.246,0.0655,1.38e-05,9,0.093,-19.549,1,0.0456,65.136,0.191,223893,2018-12-07,6BK8BcFxMFr3JVUaAOZsYC,1Q67mZjXzxBuLSgvgFdtuG,6BK8BcFxMFr3JVUaAOZsYC,58,https://api.spotify.com/v1/audio-analysis/6BK8BcFxMFr3JVUaAOZsYC,4,https://api.spotify.com/v1/tracks/6BK8BcFxMFr3JVUaAOZsYC,audio_features,spotify:track:6BK8BcFxMFr3JVUaAOZsYC,The Place Where Lost Things Go Emily Blunt,The Weekend SZA
2849,Atoms - Said the Sky Remix,RL Grime,0.315,0.519,0.742,8.42e-05,3,0.0836,-3.554,1,0.061,127.971,0.246,255117,2018-12-07,4GR9MdPIvrkxcEJ4RUbxPk,5eIbEEQnDM8yuDVB0bimSP,4GR9MdPIvrkxcEJ4RUbxPk,54,https://api.spotify.com/v1/audio-analysis/4GR9MdPIvrkxcEJ4RUbxPk,4,https://api.spotify.com/v1/tracks/4GR9MdPIvrkxcEJ4RUbxPk,audio_features,spotify:track:4GR9MdPIvrkxcEJ4RUbxPk,Atoms - Said the Sky Remix RL Grime,The Weekend SZA
2850,No Friends (feat. Rylo Rodriguez),Lil Baby,0.00112,0.645,0.595,0.0,7,0.084,-6.876,1,0.258,159.929,0.461,192009,2018-11-30,6pidGCJ9El17HdXaPO0OO2,5f7VJjfbwm532GiveGC0ZK,6pidGCJ9El17HdXaPO0OO2,54,https://api.spotify.com/v1/audio-analysis/6pidGCJ9El17HdXaPO0OO2,4,https://api.spotify.com/v1/tracks/6pidGCJ9El17HdXaPO0OO2,audio_features,spotify:track:6pidGCJ9El17HdXaPO0OO2,No Friends (feat. Rylo Rodriguez) Lil Baby,Gucci Gang Lil Pump
2851,Modo de Avión,Anuel AA,0.315,0.779,0.591,6.63e-05,8,0.129,-7.056,1,0.04,119.961,0.414,220500,2018-07-17,2sR8ZcBWTUVxLVbbqMPmLD,2R21vXR83lH98kGeO99Y66,2sR8ZcBWTUVxLVbbqMPmLD,60,https://api.spotify.com/v1/audio-analysis/2sR8ZcBWTUVxLVbbqMPmLD,4,https://api.spotify.com/v1/tracks/2sR8ZcBWTUVxLVbbqMPmLD,audio_features,spotify:track:2sR8ZcBWTUVxLVbbqMPmLD,Modo de Avión Anuel AA,Ella Quiere Beber Anuel AA & Romeo Santos
2852,In the Dark,Camila Cabello,0.21,0.425,0.548,0.0,7,0.115,-6.762,1,0.114,175.756,0.282,219827,2018-01-12,1GO9vCm5Cra5uWGSWQ5mGK,4nDoRrQiYLoBzwC5BhVJzF,1GO9vCm5Cra5uWGSWQ5mGK,60,https://api.spotify.com/v1/audio-analysis/1GO9vCm5Cra5uWGSWQ5mGK,4,https://api.spotify.com/v1/tracks/1GO9vCm5Cra5uWGSWQ5mGK,audio_features,spotify:track:1GO9vCm5Cra5uWGSWQ5mGK,In the Dark Camila Cabello,Havana Camila Cabello Featuring Young Thug
2853,PROUD,2 Chainz,0.738,0.781,0.81,0.0,10,0.144,-4.301,0,0.356,173.949,0.908,234667,2018-02-08,365wwIjijQdlRJEjUWTidq,17lzZA2AlOHwCwFALHttmp,365wwIjijQdlRJEjUWTidq,55,https://api.spotify.com/v1/audio-analysis/365wwIjijQdlRJEjUWTidq,4,https://api.spotify.com/v1/tracks/365wwIjijQdlRJEjUWTidq,audio_features,spotify:track:365wwIjijQdlRJEjUWTidq,PROUD 2 Chainz,Proud 2 Chainz Featuring YG & Offset
2854,Hearts Ain't Gonna Lie - Eden Prince Remix,Arlissa,0.22,0.616,0.835,4.5e-05,6,0.0279,-3.706,0,0.0964,117.863,0.571,238451,2018-02-09,6B9cqNooxIyPfr3P5EB8LA,7wzaSKTsjE9HnuDuZTX452,6B9cqNooxIyPfr3P5EB8LA,64,https://api.spotify.com/v1/audio-analysis/6B9cqNooxIyPfr3P5EB8LA,4,https://api.spotify.com/v1/tracks/6B9cqNooxIyPfr3P5EB8LA,audio_features,spotify:track:6B9cqNooxIyPfr3P5EB8LA,Hearts Ain't Gonna Lie - Eden Prince Remix Arlissa,Infrared Pusha T
2856,Pa Mí,Dalex,0.716,0.722,0.584,0.000321,11,0.115,-8.467,0,0.318,169.978,0.646,210865,2018-09-20,4glDjeIwMMMfU9jw2vYRpL,0KPX4Ucy9dk82uj4GpKesn,4glDjeIwMMMfU9jw2vYRpL,68,https://api.spotify.com/v1/audio-analysis/4glDjeIwMMMfU9jw2vYRpL,4,https://api.spotify.com/v1/tracks/4glDjeIwMMMfU9jw2vYRpL,audio_features,spotify:track:4glDjeIwMMMfU9jw2vYRpL,Pa Mí Dalex,I'm Upset Drake
2857,Hey DJ - Remix,CNCO,0.0918,0.564,0.89,0.0,5,0.0819,-4.286,1,0.107,180.112,0.636,189363,2018-11-09,3cR5ZtQ4JqGj4VHBb1gvFf,0eecdvMrqBftK0M1VKhaF4,3cR5ZtQ4JqGj4VHBb1gvFf,67,https://api.spotify.com/v1/audio-analysis/3cR5ZtQ4JqGj4VHBb1gvFf,4,https://api.spotify.com/v1/tracks/3cR5ZtQ4JqGj4VHBb1gvFf,audio_features,spotify:track:3cR5ZtQ4JqGj4VHBb1gvFf,Hey DJ - Remix CNCO,"Top Off DJ Khaled Featuring JAY Z, Future & B"
2858,Drip or Drown Remix (feat. Lil Yachty),Gunna,0.663,0.943,0.38,0.0,5,0.124,-13.671,0,0.438,118.006,0.696,178983,2018-02-02,4rTwXrxC6fyn3g5y3DGTIJ,2hlmm7s2ICUX0LVIhVFlZQ,4rTwXrxC6fyn3g5y3DGTIJ,54,https://api.spotify.com/v1/audio-analysis/4rTwXrxC6fyn3g5y3DGTIJ,4,https://api.spotify.com/v1/tracks/4rTwXrxC6fyn3g5y3DGTIJ,audio_features,spotify:track:4rTwXrxC6fyn3g5y3DGTIJ,Drip or Drown Remix (feat. Lil Yachty) Gunna,Gucci Gang Lil Pump
2859,My Favourite Clothes,RINI,0.482,0.749,0.339,1.36e-05,2,0.0838,-9.041,1,0.144,119.928,0.291,257000,2018-01-06,5h5q02tgTORSKqYYkRfUU5,2joIhhX3Feq47H4QXVDOr3,5h5q02tgTORSKqYYkRfUU5,61,https://api.spotify.com/v1/audio-analysis/5h5q02tgTORSKqYYkRfUU5,4,https://api.spotify.com/v1/tracks/5h5q02tgTORSKqYYkRfUU5,audio_features,spotify:track:5h5q02tgTORSKqYYkRfUU5,My Favourite Clothes RINI,My Dawg Lil Baby
2860,Gore,Trippie Redd,0.00186,0.614,0.66,0.0,9,0.228,-6.016,1,0.0397,141.961,0.146,162627,2018-08-10,4CWgevZ4xGjy6o5qMPgYR0,6Xgp2XMz1fhVYe7i6yNAax,4CWgevZ4xGjy6o5qMPgYR0,54,https://api.spotify.com/v1/audio-analysis/4CWgevZ4xGjy6o5qMPgYR0,4,https://api.spotify.com/v1/tracks/4CWgevZ4xGjy6o5qMPgYR0,audio_features,spotify:track:4CWgevZ4xGjy6o5qMPgYR0,Gore Trippie Redd,F**k Love XXXTENTACION Featuring Trippie Redd
2861,Justicia,Silvestre Dangond,0.0431,0.809,0.899,0.0,9,0.171,-1.098,0,0.103,95.016,0.733,209227,2018-06-29,6ipp8Dhs33KinlF4BStgca,3OcvS8PzSGYMBvLdzY6g3e,6ipp8Dhs33KinlF4BStgca,66,https://api.spotify.com/v1/audio-analysis/6ipp8Dhs33KinlF4BStgca,4,https://api.spotify.com/v1/tracks/6ipp8Dhs33KinlF4BStgca,audio_features,spotify:track:6ipp8Dhs33KinlF4BStgca,Justicia Silvestre Dangond,
2862,Stick Out,Pouya,0.0042,0.77,0.853,0.000961,10,0.0936,-3.849,0,0.221,164.037,0.615,135732,2018-05-22,0jakaHRU7ubOzJTseh6tJu,4nXOZlYoAD67hF9aUEncMY,0jakaHRU7ubOzJTseh6tJu,58,https://api.spotify.com/v1/audio-analysis/0jakaHRU7ubOzJTseh6tJu,4,https://api.spotify.com/v1/tracks/0jakaHRU7ubOzJTseh6tJu,audio_features,spotify:track:0jakaHRU7ubOzJTseh6tJu,Stick Out Pouya,Call Out My Name The Weeknd
2863,Jungle,Yungeen Ace,0.145,0.757,0.74,0.0,6,0.0924,-5.763,0,0.24,139.956,0.287,206368,2018-08-03,30hAOjCG6aftu6uuYVYGZI,7hj7ffJe6UkF1gsMpuweSI,30hAOjCG6aftu6uuYVYGZI,53,https://api.spotify.com/v1/audio-analysis/30hAOjCG6aftu6uuYVYGZI,4,https://api.spotify.com/v1/tracks/30hAOjCG6aftu6uuYVYGZI,audio_features,spotify:track:30hAOjCG6aftu6uuYVYGZI,Jungle Yungeen Ace,
2864,Butterfly,UMI,0.255,0.785,0.27,0.00132,5,0.0953,-14.457,1,0.0892,131.894,0.12,160500,2018-03-09,4qkVALwOxCIEZ7I5gkZ3m4,4ClziihVpBeFXNyDH83Lde,4qkVALwOxCIEZ7I5gkZ3m4,56,https://api.spotify.com/v1/audio-analysis/4qkVALwOxCIEZ7I5gkZ3m4,4,https://api.spotify.com/v1/tracks/4qkVALwOxCIEZ7I5gkZ3m4,audio_features,spotify:track:4qkVALwOxCIEZ7I5gkZ3m4,Butterfly UMI,Butterfly Effect Travis Scott
2865,Problems,Lil Wayne,0.0169,0.807,0.571,0.0,2,0.252,-6.937,1,0.312,139.996,0.0993,208504,2018-09-28,0ubdf6zWT1It2saK41SkO0,55Aa2cqylxrFIXC767Z865,0ubdf6zWT1It2saK41SkO0,54,https://api.spotify.com/v1/audio-analysis/0ubdf6zWT1It2saK41SkO0,4,https://api.spotify.com/v1/tracks/0ubdf6zWT1It2saK41SkO0,audio_features,spotify:track:0ubdf6zWT1It2saK41SkO0,Problems Lil Wayne,Problems Lil Wayne
2866,Heat Wave,Snail Mail,0.0002,0.504,0.682,0.00205,9,0.147,-5.702,1,0.0332,123.848,0.207,308347,2018-06-08,43E0f1S0rOGCo6YYRYHjHP,4QkSD9TRUnMtI8Fq1jXJJe,43E0f1S0rOGCo6YYRYHjHP,55,https://api.spotify.com/v1/audio-analysis/43E0f1S0rOGCo6YYRYHjHP,4,https://api.spotify.com/v1/tracks/43E0f1S0rOGCo6YYRYHjHP,audio_features,spotify:track:43E0f1S0rOGCo6YYRYHjHP,Heat Wave Snail Mail,
2867,Mi Mami,El Alfa,0.465,0.839,0.749,0.00202,11,0.0917,-6.345,0,0.167,94.972,0.442,185710,2018-11-02,5NbmeIxqXL0MCT5VQDj5eZ,2oQX8QiMXOyuqbcZEFsZfm,5NbmeIxqXL0MCT5VQDj5eZ,58,https://api.spotify.com/v1/audio-analysis/5NbmeIxqXL0MCT5VQDj5eZ,4,https://api.spotify.com/v1/tracks/5NbmeIxqXL0MCT5VQDj5eZ,audio_features,spotify:track:5NbmeIxqXL0MCT5VQDj5eZ,Mi Mami El Alfa,Mi Gente J Balvin & Willy William Featuring Beyonce
2868,WHITEBOY,Tom MacDonald,0.224,0.673,0.876,0.0,7,0.135,-3.79,0,0.332,85.452,0.602,288000,2018-02-10,7DDYWJC7SXLmhfdbXeUrkk,6DvlemMOlMH6VD9tB7BPRf,7DDYWJC7SXLmhfdbXeUrkk,55,https://api.spotify.com/v1/audio-analysis/7DDYWJC7SXLmhfdbXeUrkk,4,https://api.spotify.com/v1/tracks/7DDYWJC7SXLmhfdbXeUrkk,audio_features,spotify:track:7DDYWJC7SXLmhfdbXeUrkk,WHITEBOY Tom MacDonald,
2869,Yernin,Sevyn Streeter,0.0926,0.821,0.735,0.0,6,0.197,-5.949,0,0.223,92.028,0.354,155294,2018-09-12,15XQJZSzKCiO0iubqcDsZy,6If57j6e3TXXk0HiLcIZca,15XQJZSzKCiO0iubqcDsZy,54,https://api.spotify.com/v1/audio-analysis/15XQJZSzKCiO0iubqcDsZy,4,https://api.spotify.com/v1/tracks/15XQJZSzKCiO0iubqcDsZy,audio_features,spotify:track:15XQJZSzKCiO0iubqcDsZy,Yernin Sevyn Streeter,
2870,Rock Salt and Nails (Live),Tyler Childers,0.892,0.449,0.296,0.000755,0,0.892,-12.608,1,0.0361,139.828,0.139,194813,2018-06-29,20dkebBtPR4AJ8vVos41Gw,13ZEDW6vyBF12HYcZRr4EV,20dkebBtPR4AJ8vVos41Gw,53,https://api.spotify.com/v1/audio-analysis/20dkebBtPR4AJ8vVos41Gw,3,https://api.spotify.com/v1/tracks/20dkebBtPR4AJ8vVos41Gw,audio_features,spotify:track:20dkebBtPR4AJ8vVos41Gw,Rock Salt and Nails (Live) Tyler Childers,"Pills And Automobiles Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black"
2871,FIANCÉ,MINO,0.0281,0.661,0.759,0.0,5,0.128,-3.247,1,0.0326,139.922,0.466,207925,2018-11-26,1bZNFcnyCmlnbs337baR0b,3ytV7vc4ZuwGgwaOuWvkk8,1bZNFcnyCmlnbs337baR0b,61,https://api.spotify.com/v1/audio-analysis/1bZNFcnyCmlnbs337baR0b,4,https://api.spotify.com/v1/tracks/1bZNFcnyCmlnbs337baR0b,audio_features,spotify:track:1bZNFcnyCmlnbs337baR0b,FIANCÉ MINO,
2872,"That's On Me (Remix) (feat. 2 Chainz, T.I., Rich The Kid, Jeezy, Boosie Badazz & Trapboy Freddy)",Yella Beezy,0.0193,0.827,0.623,0.0,4,0.0589,-6.199,0,0.35,131.904,0.357,352977,2018-10-26,7cg9Dl8Erx5V0fIAHcP0XX,7kwCkEJ384PWm0UQW3hxjS,7cg9Dl8Erx5V0fIAHcP0XX,54,https://api.spotify.com/v1/audio-analysis/7cg9Dl8Erx5V0fIAHcP0XX,4,https://api.spotify.com/v1/tracks/7cg9Dl8Erx5V0fIAHcP0XX,audio_features,spotify:track:7cg9Dl8Erx5V0fIAHcP0XX,"That's On Me (Remix) (feat. 2 Chainz, T.I., Rich The Kid, Jeezy, Boosie Badazz & Trapboy Freddy) Yella Beezy",All I Want For Christmas Is You Mariah Carey
2873,Montauk,Martin Lindgaarden,0.99,0.378,0.0369,0.896,3,0.101,-25.859,0,0.0369,71.997,0.12,178974,2018-08-10,0eQZinXiAeZ75SRcJwuweI,1O5EVjtXORk0hsM2plrIgU,0eQZinXiAeZ75SRcJwuweI,59,https://api.spotify.com/v1/audio-analysis/0eQZinXiAeZ75SRcJwuweI,4,https://api.spotify.com/v1/tracks/0eQZinXiAeZ75SRcJwuweI,audio_features,spotify:track:0eQZinXiAeZ75SRcJwuweI,Montauk Martin Lindgaarden,"Let It Snow, Let It Snow, Let It Snow Dean Martin"
2875,Ruthless,The Marías,0.713,0.673,0.437,0.152,9,0.117,-11.746,1,0.0325,104.996,0.551,247455,2018-09-28,1mbuSss0OVqfS00y7yCNCZ,2sSGPbdZJkaSE2AbcGOACx,1mbuSss0OVqfS00y7yCNCZ,56,https://api.spotify.com/v1/audio-analysis/1mbuSss0OVqfS00y7yCNCZ,4,https://api.spotify.com/v1/tracks/1mbuSss0OVqfS00y7yCNCZ,audio_features,spotify:track:1mbuSss0OVqfS00y7yCNCZ,Ruthless The Marías,I Get The Bag Gucci Mane Featuring Migos
2876,Juno,Choker,0.921,0.442,0.267,0.00026,7,0.148,-12.857,1,0.0365,120.075,0.116,231681,2018-08-03,6OpU3cvY19M2hFxTbLKy5L,5XQRfs0gXs30aWUn1Umves,6OpU3cvY19M2hFxTbLKy5L,55,https://api.spotify.com/v1/audio-analysis/6OpU3cvY19M2hFxTbLKy5L,4,https://api.spotify.com/v1/tracks/6OpU3cvY19M2hFxTbLKy5L,audio_features,spotify:track:6OpU3cvY19M2hFxTbLKy5L,Juno Choker,
2877,Drive,Ben Rector,0.0146,0.565,0.857,0.0,2,0.0606,-4.519,1,0.0384,126.072,0.632,197387,2018-06-22,1Yqovy9hlOeV91IY3Bhcf2,4AapPt7H6bGH4i7chTulpI,1Yqovy9hlOeV91IY3Bhcf2,54,https://api.spotify.com/v1/audio-analysis/1Yqovy9hlOeV91IY3Bhcf2,4,https://api.spotify.com/v1/tracks/1Yqovy9hlOeV91IY3Bhcf2,audio_features,spotify:track:1Yqovy9hlOeV91IY3Bhcf2,Drive Ben Rector,Found / Tonight Lin-Manuel Miranda & Ben Platt
2878,Find My Way,khai dreams,0.345,0.866,0.67,0.0,9,0.1,-6.139,0,0.24,98.007,0.52,164017,2018-05-17,2F5T7Rs9TgmADkmEvIVihg,0lawSNBxNgJFQYJnQzLH8c,2F5T7Rs9TgmADkmEvIVihg,55,https://api.spotify.com/v1/audio-analysis/2F5T7Rs9TgmADkmEvIVihg,4,https://api.spotify.com/v1/tracks/2F5T7Rs9TgmADkmEvIVihg,audio_features,spotify:track:2F5T7Rs9TgmADkmEvIVihg,Find My Way khai dreams,The Way Life Goes Lil Uzi Vert Featuring Nicki Minaj
2879,TABOO | TA13OO,Denzel Curry,0.269,0.441,0.594,0.0,1,0.143,-8.271,1,0.166,139.28,0.491,197440,2018-07-27,4VYmdTVFXDq0LtYMoVswTv,6fxyWrfmjcbj5d12gXeiNV,4VYmdTVFXDq0LtYMoVswTv,56,https://api.spotify.com/v1/audio-analysis/4VYmdTVFXDq0LtYMoVswTv,4,https://api.spotify.com/v1/tracks/4VYmdTVFXDq0LtYMoVswTv,audio_features,spotify:track:4VYmdTVFXDq0LtYMoVswTv,TABOO | TA13OO Denzel Curry,
2880,Leglock,Shakewell,0.528,0.767,0.956,0.056,10,0.208,-3.833,1,0.261,77.505,0.427,123871,2018-05-18,0erWz20ZejKi8WRNoeNQjJ,1w7GLktHE8w0aEhhaZ0QKB,0erWz20ZejKi8WRNoeNQjJ,56,https://api.spotify.com/v1/audio-analysis/0erWz20ZejKi8WRNoeNQjJ,4,https://api.spotify.com/v1/tracks/0erWz20ZejKi8WRNoeNQjJ,audio_features,spotify:track:0erWz20ZejKi8WRNoeNQjJ,Leglock Shakewell,
2881,Count Up,Key Glock,0.0353,0.866,0.657,0.0,2,0.305,-5.999,0,0.222,146.957,0.397,171717,2018-02-02,6EfG5uxc5jTRGNGg5nrEpz,0RESbWvOMyua0yuyVrztJ5,6EfG5uxc5jTRGNGg5nrEpz,53,https://api.spotify.com/v1/audio-analysis/6EfG5uxc5jTRGNGg5nrEpz,4,https://api.spotify.com/v1/tracks/6EfG5uxc5jTRGNGg5nrEpz,audio_features,spotify:track:6EfG5uxc5jTRGNGg5nrEpz,Count Up Key Glock,You Broke Up With Me Walker Hayes
2882,Stabbing In The Dark,Ice Nine Kills,0.00123,0.345,0.943,0.0,10,0.0609,-4.184,0,0.144,164.954,0.293,276867,2018-10-05,7H5q9RsWBDRrKq2qCdv2HG,52qKfVcIV4GS8A8Vay2xtt,7H5q9RsWBDRrKq2qCdv2HG,56,https://api.spotify.com/v1/audio-analysis/7H5q9RsWBDRrKq2qCdv2HG,4,https://api.spotify.com/v1/tracks/7H5q9RsWBDRrKq2qCdv2HG,audio_features,spotify:track:7H5q9RsWBDRrKq2qCdv2HG,Stabbing In The Dark Ice Nine Kills,The Weekend SZA
2883,Champion,Elina,0.921,0.65,0.171,0.0,6,0.127,-9.005,1,0.0519,119.522,0.284,173237,2018-11-30,1z1mMZtZW0gvR9FSPc7JpJ,4K9OTkRXEFL6NDXFTqVmq9,1z1mMZtZW0gvR9FSPc7JpJ,66,https://api.spotify.com/v1/audio-analysis/1z1mMZtZW0gvR9FSPc7JpJ,4,https://api.spotify.com/v1/tracks/1z1mMZtZW0gvR9FSPc7JpJ,audio_features,spotify:track:1z1mMZtZW0gvR9FSPc7JpJ,Champion Elina,The Champion Carrie Underwood Featuring Ludacris
2884,Trust,Brent Faiyaz,0.227,0.764,0.396,7.54e-05,8,0.12,-8.566,1,0.159,92.007,0.475,158421,2018-10-19,0oufSLnKQDoBFX5mgkDCgR,3tlXnStJ1fFhdScmQeLpuG,0oufSLnKQDoBFX5mgkDCgR,56,https://api.spotify.com/v1/audio-analysis/0oufSLnKQDoBFX5mgkDCgR,4,https://api.spotify.com/v1/tracks/0oufSLnKQDoBFX5mgkDCgR,audio_features,spotify:track:0oufSLnKQDoBFX5mgkDCgR,Trust Brent Faiyaz,
2885,BAAM,MOMOLAND,0.115,0.725,0.94,0.00431,5,0.0864,-2.32,0,0.0435,127.051,0.905,208475,2018-06-26,4Is1b37KJY9XVCgzp81FBW,5RR0MLwcjc87wjSw2JYdwx,4Is1b37KJY9XVCgzp81FBW,64,https://api.spotify.com/v1/audio-analysis/4Is1b37KJY9XVCgzp81FBW,4,https://api.spotify.com/v1/tracks/4Is1b37KJY9XVCgzp81FBW,audio_features,spotify:track:4Is1b37KJY9XVCgzp81FBW,BAAM MOMOLAND,
2886,Disconnect,6LACK,0.576,0.457,0.337,9.27e-06,6,0.19,-10.825,0,0.166,66.933,0.184,265883,2018-09-14,5dgkSJAuFXZnwz7OAFUnIk,4IVAbR2w4JJNJDDRFP3E83,5dgkSJAuFXZnwz7OAFUnIk,57,https://api.spotify.com/v1/audio-analysis/5dgkSJAuFXZnwz7OAFUnIk,3,https://api.spotify.com/v1/tracks/5dgkSJAuFXZnwz7OAFUnIk,audio_features,spotify:track:5dgkSJAuFXZnwz7OAFUnIk,Disconnect 6LACK,"OTW Khalid, Ty Dolla $ign & 6LACK"
2887,Te Boté,Darell,0.401,0.918,0.602,7.28e-06,4,0.0805,-3.986,0,0.115,96.518,0.158,275693,2018-04-20,42FWqCxAw5aG1FvjyVjIlH,1TtXnWcUs0FCkaZDPGYHdf,42FWqCxAw5aG1FvjyVjIlH,63,https://api.spotify.com/v1/audio-analysis/42FWqCxAw5aG1FvjyVjIlH,4,https://api.spotify.com/v1/tracks/42FWqCxAw5aG1FvjyVjIlH,audio_features,spotify:track:42FWqCxAw5aG1FvjyVjIlH,Te Boté Darell,"Te Bote Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny"
